Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Fishing_field_text,Storm,Net,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Comments,Very_weak,Lokus,Box_general_from_comments,General_Kg_fromcomments
378,05,00,11,00,1991,2,22,Levi,Tel Aviv,85,,,,FALSE,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
379,12,00,,,1991,2,22,Levi,,85,,התחפרנו תפסנו משטח ברזל,על הבורות בקניון,FALSE,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,כלום,FALSE,,0,
380,18,00,22,00,1991,2,22,Levi,Ashdod(N),85,,,,FALSE,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
381,23,00,05,00,1991,2,22,Levi,Jaffa,50,,,,FALSE,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
382,7,30,11,00,1991,2,23,Levi,Ashdod(S),,,2.2,,FALSE,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
383,12,00,15,00,1991,2,23,Levi,Ashdod(N),,,"1.9'
צינור וחזרה",,FALSE,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,11 ארגזים,FALSE,,11,
384,6,00,10,00,1991,2,24,Sharot,Ashdod(N),,,"2.5-2.8
1700
שווה
B",,FALSE,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
385,10,45,14,00,1991,2,24,Sharot,Ashdod(N),,,"2.5-2.8
1700
שווה
B",,FALSE,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
386,15,30,20,00,1991,2,24,Sharot,Jaffa,50-53,,"שווה
1620
8 סימנים
B",,FALSE,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
387,21,00,5,00,1991,2,24,Sharot,,84,,"1600
שווה 
11 סימנים
A",נתניה,FALSE,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
388,8,00,11,45,1991,2,25,Sharot,Ashdod(S),110-115,,"14 סימנים
1700
שווה
A",,FALSE,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
389,,,,,1991,2,25,,,,,,,TRUE,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
390,,,,,1991,2,26,,,,,,,TRUE,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
391,20,00,3,00,1991,2,26,Sharot,Ashdod(S),110-115,,"14 סימנים
1680
A",,FALSE,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
392,04,00,10,45,1991,2,27,Sharot,,105-110,,"14 סימנים
1700
שווה
A",חאן יונס,FALSE,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,14 ארגזים,FALSE,,14,
393,12,00,18,00,1991,2,27,Sharot,,110-120,,"14 סימנים
1700
שווה",ניצנים,FALSE,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,20 ארגזים,FALSE,,20,
394,19,00,23,00,1991,2,27,Sharot,Jaffa,85,,"12 סימנים
1700
שווה",,FALSE,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
395,7,00,13,00,1991,2,28,Sharot,,110-120,,"14 סימנים
1700
שווה
B",ניצנים,FALSE,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,22 ארגזים,FALSE,,22,
396,14,00,20,30,1991,2,28,Sharot,Jaffa,110-120,,"14 סימנים
1700
שווה
B",,FALSE,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,17 ארגזים,FALSE,,17,
397,22,00,05,00,1991,2,28,Sharot,,115-120,,"14 סימנים
1740
שווה
סיבוב חזרה 1700
B",ניצנים,FALSE,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
398,05,45,12,45,1991,3,01,Sharot,,110-120,,"14 סימנים
שווה
1700
B",ניצנים,FALSE,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,18 ארגזים,FALSE,,18,
399,14,00,,,1991,3,01,Sharot,,110,,"14 סימנים
1720
B",רידינג,FALSE,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,13 ארגזים,FALSE,,13,
400,20,00,04,00,1991,3,01,Sharot,Ashdod(N),100-105-125,,"14 סימנים
1700
B",,FALSE,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,12 ארגזים,FALSE,,12,
401,05,00,11,00,1991,3,2,Sharot,,115,,"14 סימנים
1750
B",נתניה,FALSE,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,14 ארגזים,FALSE,,14,
402,12,00,16,00,1991,3,2,Sharot,Jaffa,105,,"14 סימנים
1700
B",,FALSE,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,15 ארגזים,FALSE,,15,
403,22,30,05,30,1991,3,2,Levi,Ashdod(N),120,,B,,FALSE,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,12 ארגזים,FALSE,,12,
404,6,30,12,00,1991,3,3,Levi,,120,,B,געש,FALSE,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,13 ארגזים,FALSE,,13,
405,12,45,17,15,1991,3,3,Levi,,120,,A,פלמחים,FALSE,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 ארגזים,FALSE,,10,
406,23,00,6,00,1991,3,3,Levi,Ashdod(N),42,,,,FALSE,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
407,7,30,11,00,1991,3,4,Levi,,50,,,הרצליה,FALSE,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
408,12,00,18,00,1991,3,4,Levi,,120,,,פלמחים,FALSE,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,11 ארגזים,FALSE,,11,
409,19,00,02,00,1991,3,4,Levi,,115,,,חזרה צפונה (מפלמחים),FALSE,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,9 ארגזים,FALSE,,9,
410,4,30,9,30,1991,3,5,Levi,,42,,,פלמחים,FALSE,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"7 ארגזים
דגים יפים",FALSE,,7,
411,12,00,15,00,1991,3,5,Levi,,22,,,אשקלון,FALSE,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
412,,,,,1991,3,6,,,,,,,TRUE,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
413,,,,,1991,3,7,,,,,,,TRUE,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
414,8,30,13,30,1991,3,8,Levi,Ashdod(S),110,,,,FALSE,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
415,14,30,19,00,1991,3,8,Levi,Katza,40,,,,FALSE,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,3 L+,5,
416,20,30,02,00,1991,3,8,Levi,Ashdod(N),16,,,,FALSE,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"15 Kg
4 ארגזים",FALSE,,4,15 Kg
417,3,00,8,00,1991,3,9,Levi,Ashdod(N),16,,,,FALSE,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"10 ארגזים B+
8 Kg",FALSE,,10 B+,8 Kg
418,,,,,1991,3,9,Levi,,40,,,פלמחים,FALSE,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
419,,,,,1991,3,9,Levi,,40,,,פלמחים,FALSE,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
420,,,,,1991,3,9,Sharot,,85,,"לילה
12 סימנים
1650
1 חוליה למטה
B",פלמחים,FALSE,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
421,5,45,11,30,1991,3,10,Sharot,,110-120,,"1690-1700
B",געש,FALSE,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,12 ארגזים,FALSE,,12,
422,12,15,16,15,1991,3,10,Sharot,Jaffa,110,,"14 סימנים
1700
1 למטה",,FALSE,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
423,22,00,03,00,1991,3,10,Sharot,Ashdod(S),160,,"17 סימנים
1700
חוליות שוות",,FALSE,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
424,04,00,9,00,1991,3,11,Sharot,Katza,120,,"14 סימנים
שווה
1610
B",,FALSE,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
425,9,45,15,00,1991,3,11,Sharot,Ashdod(N),120,,"14 סימנים
1700
B",,FALSE,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,12 ארגזים,FALSE,,12,
426,15,45,20,15,1991,3,11,Sharot,Tel Aviv,110,,"13 סימנים
1730
B",,FALSE,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 ארגזים,FALSE,,10,
427,20,30,04,30,1991,3,12,Sharot,Ashdod(S),105,,"13 סימנים
1700
B",,FALSE,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
428,6,00,11,00,1991,3,13,Sharot,Ashdod(S),48-50,,"חוליה למטה
8 סימנים
1740
A3",,FALSE,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
429,12,00,16,00,1991,3,13,Sharot,Katza,,,"4 סימנים
1650
B3",,FALSE,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
430,18,30,04,00,1991,3,13,Sharot,Ashdod(N),110-125,,"14 סימנים
1700
B",,FALSE,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 ארגזים,FALSE,,10,
431,5,00,10,30,1991,3,14,Sharot,,110-120,,"14 סימנים
1700
רשת לא עבדה",נתניה,FALSE,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1 ארגז,FALSE,,1,
432,11,30,16,30,1991,3,14,Sharot,Tel Aviv,100,,"13 סימנים
1700",,FALSE,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,12 ארגזים,FALSE,,12,
433,00,30,08,00,1991,3,14,Sharot,,110,,"14 סימנים
שווה
1700
A",ניצנים,FALSE,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,12 ארגזים,FALSE,,12,
434,08,45,14,15,1991,3,15,Sharot,Tel Aviv,110,,"13 סימנים
חוליה למטה
1700
A",,FALSE,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 ארגזים,FALSE,,10,
435,15,00,18,00,1991,3,15,Sharot,Ashdod(S),110-120,,"14 סימנים
חוליה למטה
1700
A",,FALSE,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
436,20,00,04,00,1991,3,15,Sharot,Jaffa,135,,"14 סימנים
1715
B
צפונית חזקה",,FALSE,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
437,05,00,12,30,1991,3,16,Sharot,Hadera,100-110,,"14 סימנים
שווה
1700
B",,FALSE,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 ארגזים,FALSE,,10,
438,13,15,16,00,1991,3,16,Sharot,Jaffa,95-100,,"13 סימנים
1680
B",,FALSE,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
439,23,30,05,00,1991,3,16,Levi,Ashdod(S),42,,,,FALSE,439,,,,,,,,,,,,,,,,,,,,,,,10 B+,,,,,,,,,,,,,,FALSE,12 ארגזים,FALSE,,12,
440,06,00,12,30,1991,3,17,Levi,,100,,,עזה,FALSE,440,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,FALSE,"13 ארגזים
דגים יפים",FALSE,,13,
441,13,30,19,30,1991,3,17,Levi,,100,,,המשך מעזה מערבה,FALSE,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
442,20,30,03,00,1991,3,17,Levi,,110,,,עזה,FALSE,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
443,04,30,11,00,1991,3,18,Levi,,100,,,עזה,FALSE,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,13 ארגזים,FALSE,,13,
444,12,00,18,00,1991,3,18,Levi,,100,,,עזה,FALSE,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,18 ארגזים,FALSE,,18,
445,19,00,01,00,1991,3,18,Levi,,100,,,עזה,FALSE,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,הרשת לא עבדה,FALSE,,,
446,02,30,08,00,1991,3,19,Levi,,100,,A,עזה,FALSE,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,11 ארגזים,FALSE,,11,
447,09,00,14,00,1991,3,19,Levi,,100,,A,עזה,FALSE,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 ארגזים,FALSE,,10,
448,23,30,06,00,1991,3,19,Levi,Ashdod(S),100,,B,,FALSE,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
449,07,15,13,00,1991,3,20,Levi,,100,,B,עזה,FALSE,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,11 ארגזים,FALSE,,11,
450,14,00,20,00,1991,3,20,Levi,,100,,A,עזה,FALSE,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
451,23,15,05,30,1991,3,20,Levi,Ashdod(S),7,,,,FALSE,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,15 Kg,FALSE,,,15 Kg
452,13,00,16,30,1991,3,21,Levi,,,,"2.2
B",אשקלון,FALSE,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
453,17,30,5,30,1991,3,21,Levi,Ashdod(S),,,,,FALSE,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,23 Kg,FALSE,,,23 Kg
454,07,00,13,00,1991,3,22,Levi,,100,,B,אשקלון,FALSE,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,11 ארגזים,FALSE,,11,
455,14,00,,,1991,3,22,Levi,,100,,B,אשקלון,FALSE,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,FALSE,,,
456,,,,,1991,3,23,,,,,,,TRUE,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
457,,,,,1991,3,24,,,,,,,TRUE,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
458,20,30,,,1991,3,24,Zion,Ashdod(S),,,,,FALSE,458,,,,,,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
459,05,00,10,30,1991,3,25,Zion,Ashdod(N),80,,,,FALSE,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
460,12,00,19,00,1991,3,25,Zion,,102,,B,עזה,FALSE,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,FALSE,15 ארגזים,FALSE,,15,
461,20,00,03,00,1991,3,25,Zion,,102,,,עזה,FALSE,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
462,,,,,1991,3,26,Zion,,100,,,רפיח,FALSE,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
463,,,,,1991,3,26,Zion,,102,,,עזה,FALSE,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
464,,,,,1991,3,26,Zion,Ashdod(N),,,לילה,,FALSE,464,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
465,,,,,1991,3,27,Zion,Jaffa,,,2.8,,FALSE,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 ארגזים,FALSE,,10,
466,,,,,1991,3,27,Zion,Falick,,,2.8,,FALSE,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,12 ארגזים,FALSE,,12,
467,01,30,,,1991,3,31,Zion,,105-112,,,בת ים,FALSE,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
468,8,30,,,1991,3,31,Zion,,110,,,נתניה,FALSE,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
469,15,30,,,1991,3,31,Zion,Jaffa,,,2.8,,FALSE,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
470,19,30,22,30,1991,3,31,Zion,Falick,8-9,,,,FALSE,470,,,,,,,,,4 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3-4 ארגזים,FALSE,,3.5,
471,23,30,04,00,1991,3,31,Zion,Tel Aviv,42,,,,FALSE,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
472,08,00,13,00,1991,4,01,Zion,Ashdod(S),112,,,,FALSE,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
473,13,45,19,30,1991,4,1,Zion,,116-120,,,עזה,FALSE,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
474,21,00,02,00,1991,4,1,Zion,Ashdod(N),42,,,,FALSE,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"חלש מאד
רפוס",FALSE,,0,
475,6,00,,,1991,4,2,Zion,Ashdod(S),112,,,,FALSE,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
476,12,00,,,1991,4,2,Zion,,110,,,עזה,FALSE,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
477,22,30,05,15,1991,4,2,Sharot,Ashdod(N),85,,"12 סימנים
1670
שווה
ים קשה יורדים למטה",,FALSE,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,11 ארגזים,FALSE,,11,
478,07,00,10,00,1991,4,3,Sharot,,,,"4 מיל ועליה ל-25
5 סימנים
1750
שווה
ים קשה",הרצליה,FALSE,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
479,04,00,10,00,1991,4,7,Sharot,Ashdod(N),80,,"1680
12 סימנים
שווה
A",,FALSE,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
480,11,00,17,00,1991,4,7,Sharot,,85,,"1700
12 סימנים
A",הרצליה,FALSE,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,FALSE,11 ארגזים,FALSE,,11,
481,18,45,24,00,1991,4,7,Sharot,Ashdod(S),105-110,,"14 סימנים
1710
A",,FALSE,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
482,01,00,06,00,1991,4,7,Sharot,,82,,"12 סימנים
1700",עזה,FALSE,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,FALSE,,,
483,08,00,10,30,1991,4,12,Levi,Ashdod(N),16,,,,FALSE,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,חלש,FALSE,,0,
484,12,00,17,00,1991,4,12,Levi,,50,,,בת ים,FALSE,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
485,18,30,24,00,1991,4,12,Levi,,12,,,נתניה,FALSE,485,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 Kg,FALSE,,,8 Kg
486,2,30,8,00,1991,4,13,Levi,,85,,,הרצליה,FALSE,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
487,9,00,13,00,1991,4,13,Levi,,26,,,פלמחים,FALSE,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
488,13,45,17,00,1991,4,13,Levi,,21,,,אשקלון,FALSE,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,9 ארגזים,FALSE,,9,
489,23,00,05,30,1991,4,13,Levi,Ashdod(S),42-48,,,,FALSE,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"5 ארגזים
לא יפים",FALSE,,5,
490,07,00,12,30,1991,4,14,Levi,,100,,,עזה,FALSE,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
491,20,00,02,00,1991,4,14,Levi,Tel Aviv,52,,,,FALSE,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
492,6,00,10,00,1991,4,15,Levi,Ashdod(S),20,,חזרה על 18F,,FALSE,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
493,15,00,18,00,1991,4,15,Levi,Ashdod(S),16-18,,,,FALSE,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
494,7,00,12,00,1991,4,16,Levi,Ashdod(S),42,,,,FALSE,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
495,13,00,18,00,1991,4,16,Levi,Ashdod(S),42,,,,FALSE,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
496,02,00,07,00,1991,4,19,Levi,Ashdod(N),,,בבוקר עליה ל2.2,,FALSE,496,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"6 Kg
בדגים - הרוב זעיר ירוק",FALSE,,,6 Kg
497,15,00,20,30,1991,4,19,Levi,Ashdod(N),80,,,,FALSE,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"22 ארגזים
הרוב טרולוס",FALSE,,22,
498,21,30,3,00,1991,4,19,Levi,Ashdod(N),85,,,,FALSE,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"7 ארגזים
אין טרולוס",FALSE,,7,
499,3,30,9,00,1991,4,20,Levi,Ashdod(N),85,,,,FALSE,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
500,10,00,16,00,1991,4,20,Levi,Ashdod(N),85,,,,FALSE,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,FALSE,"11 ארגזים
דגים יפים",FALSE,,11,
501,21,00,3,30,1991,4,20,Levi,,85,,,,FALSE,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
502,04,00,10,00,1991,4,21,Levi,,80,,,הרצליה,FALSE,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,FALSE,10 ארגזים,FALSE,,10,
503,11,00,17,00,1991,4,21,Levi,,80,,,בת ים,FALSE,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,FALSE,    10 ארגזים,FALSE,,10,
504,22,30,5,30,1991,4,21,Zion,,85-90,,,הרצליה,FALSE,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"7 ארגזים
הרוב בקלה",FALSE,,7,
505,6,30,13,00,1991,4,22,Zion,,79-82,,צפונית חזקה,עד הכור (?),FALSE,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
506,13,45,16,30,1991,4,22,Zion,,80,,,כור(?),FALSE,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
507,19,30,01,00,1991,4,22,Zion,,86-90,,,צפון,FALSE,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
508,02,00,,,1991,4,22,Zion,,84,,,תל ברוך,FALSE,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
