Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Night_drag_comments,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,Net,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Daba,Octepus,Adom,Hazaim,Lokus_manot,Soltan_Hul,Gerbid_new,barbon_vadim,Cristal,Shark,Bori
331,06,30,10,30,1995,02,24,Sharot,gaas N,54,,,FALSE,,FALSE,,FALSE,,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
332,12,00,18,00,1995,02,24,Sharot,Michmoret S,85,,,FALSE,,FALSE,,FALSE,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
333,18,30,24,00,1995,02,24,Sharot,Tel Aviv N,85,,,FALSE,,FALSE,,FALSE,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
334,01,30,08,00,1995,02,25,Sharot,Michmoret S,130,,,FALSE,,FALSE,,FALSE,,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
335,09,30,14,30,1995,02,25,Sharot,Jaffa S,180,,,FALSE,,FALSE,,FALSE,,335,,5 L+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
336,15,30,20,00,1995,02,25,Sharot,Ashdod S,180,,,FALSE,,FALSE,,FALSE,,336,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,1,,,FALSE,,,,,,,,,,,
337,07,00,12,00,1995,02,26,Sharot,Ashdod S,21,,,FALSE,,FALSE,,FALSE,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
338,23,00,06,00,1995,03,05,Levi,Ashdod N,16,,,FALSE,,FALSE,,FALSE,,338,,,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
339,06,30,08,30,1995,03,06,Levi,tzinor N,16,,,FALSE,,FALSE,,FALSE,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
340,11,00,15,00,1995,03,06,Levi,Bat yam N,180,,,FALSE,,FALSE,,FALSE,,340,,7 M+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,FALSE,,,,,,,9,,,FALSE,,,,,,,,,,,
341,16,00,19,00,1995,03,06,Levi,Ashdod N,180,,,FALSE,,FALSE,,FALSE,,341,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,5,,,FALSE,,,,,,,,,,,
342,21,00,06,00,1995,03,06,Levi,Ashdod N,160,,,FALSE,,FALSE,,FALSE,,342,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
343,08,00,11,45,1995,03,07,Levi,Bat yam S,85,,,FALSE,,FALSE,,FALSE,,343,,2 S+,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
344,12,45,18,00,1995,03,07,Levi,Ashdod N,180,,,FALSE,,FALSE,,FALSE,,344,,8 M+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,1 B+,,,,,,,,
345,07,30,12,30,1995,03,08,Levi,Palmachim N,85,,,FALSE,,FALSE,,FALSE,,345,,,,,,,,3 S+,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
346,13,30,19,00,1995,03,08,Levi,Herzelia N,110,,,FALSE,,FALSE,,FALSE,,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
347,21,00,05,00,1995,03,08,Levi,Natanya S,42,,,FALSE,,FALSE,,FALSE,,347,,,,,,,,8,,,,,,,,,,,,,,,42 B+,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
348,07,00,12,30,1995,03,09,Levi,Bat yam S,180,,,FALSE,,FALSE,,FALSE,,348,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,FALSE,1 shark,,,,,,6,,,FALSE,,,,,,,,,,1,
349,13,30,17,00,1995,03,09,Levi,Ashdod N,180,,,FALSE,,FALSE,,FALSE,,349,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
350,21,30,05,30,1995,03,09,Levi,Ashdod N,16,,,FALSE,,FALSE,,FALSE,,350,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
351,07,30,12,30,1995,03,10,Levi,Bat yam S,180,,,FALSE,,FALSE,,FALSE,,351,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,FALSE,,,,,,,7,,,FALSE,,,,,,,,,,,
352,13,30,17,45,1995,03,10,Levi,Ashdod N,180,,,FALSE,,FALSE,,FALSE,,352,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,FALSE,,,,,,,5,,,FALSE,,,,,,,,,,,
353,19,45,00,30,1995,03,10,Levi,Ashdod,16,,,FALSE,,FALSE,,FALSE,,353,,,,,,,,,17 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
354,01,00,05,30,1995,03,11,Levi,Ashdod,16,,,FALSE,,FALSE,,FALSE,,354,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
355,07,30,12,30,1995,03,11,Levi,Bat yam N,180,,,FALSE,,FALSE,,FALSE,,355,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,FALSE,,,,,,,9,,,FALSE,1 L+,,,,,,,,,,
356,13,30,,,1995,03,11,Levi,Ashdod N,180,,,FALSE,,FALSE,,FALSE,,356,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,FALSE,,,,,,,6,,,FALSE,,,,,,,,,,,
357,20,00,05,30,1995,03,11,Levi,Ashdod N,16,,,FALSE,,FALSE,,FALSE,,357,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
358,08,00,12,30,1995,03,12,Levi,Bat yam S,180,,,FALSE,,FALSE,,FALSE,,358,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,FALSE,,,,,,,6,,,FALSE,,,,,,,,,,,
359,14,30,17,30,1995,03,12,Levi,Ashdod S,,,,FALSE,,FALSE,,FALSE,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,
360,,,,,1995,03,13,Sharot,Ashdod S,42,,,FALSE,,FALSE,,FALSE,,360,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
361,,,,,1995,03,13,Sharot,Ashdod N,180,,,FALSE,,FALSE,,FALSE,,361,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,FALSE,,,,,,,6,,,FALSE,,,,,,,,,,,
362,,,,,1995,03,13,Sharot,Bat yam S,190,,,FALSE,,FALSE,,FALSE,,362,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
363,,,,,1995,03,13,Sharot,Ashdod S,80,,,FALSE,,FALSE,,FALSE,,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,4,,,FALSE,,,,,,,,,,,
364,02,30,08,00,1995,03,14,Sharot,Gazza N,82,,,FALSE,,FALSE,,FALSE,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,4,,,FALSE,,,,,,,,,,,
365,09,00,13,00,1995,03,14,Sharot,Palmachim S,27,,,FALSE,,FALSE,,FALSE,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
366,20,00,01,00,1995,03,14,Sharot,Ashdod S,8,,,FALSE,,FALSE,,FALSE,,366,,,,,,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
367,01,30,05,30,1995,03,14,Sharot,Ashdod S,,,,FALSE,,FALSE,,FALSE,,367,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
368,,,,,1995,03,15,Sharot,Ashdod N,,,night,TRUE,,FALSE,,FALSE,,368,,,,,,,,,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
369,07,40,10,30,1995,03,16,Sharot,Ashdod S,200,,,FALSE,,FALSE,,FALSE,,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
370,10,30,15,30,1995,03,17,Sharot,Ashdod S,82,,,FALSE,,FALSE,,FALSE,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
371,18,00,22,30,1995,03,17,Sharot,Ashkelon N,,,,FALSE,,FALSE,,FALSE,,371,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
372,,,,,1995,03,18,Sharot,Ashkelon N,,4,,FALSE,,FALSE,,FALSE,,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
373,,,,,1995,03,18,Sharot,Palmachim N,,2.5,,FALSE,,FALSE,,FALSE,,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
374,,,,,1995,03,18,Sharot,Tel Aviv N,8,,,FALSE,,FALSE,,FALSE,,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
375,,,,,1995,03,18,Sharot,Jaffa S,9,,,FALSE,,FALSE,,FALSE,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
376,20,30,,,1995,03,19,Sharot,Ashdod S,,1.4,,FALSE,,FALSE,,FALSE,,376,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
377,07,30,12,00,1995,03,27,Sharot,Palmachim N,82,,,FALSE,,FALSE,,FALSE,,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
378,13,30,17,00,1995,03,27,Sharot,gaas N,,4,,FALSE,,FALSE,,FALSE,,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
379,18,00,23,30,1995,03,27,Sharot,Hadera S,8,,,FALSE,,FALSE,,FALSE,,379,,,,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
380,00,00,05,00,1995,03,27,Sharot,Falick S,10,,,FALSE,,FALSE,,FALSE,,380,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
381,07,30,12,00,1995,03,28,Sharot,Bat yam S,180,,,FALSE,,FALSE,,FALSE,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6,,,,,FALSE,,,,,,,,,,,
382,13,00,18,00,1995,03,28,Sharot,Ashdod N,180,,,FALSE,,FALSE,,FALSE,,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
383,24,00,06,00,1995,03,28,Sharot,Ashdod S,200,,,FALSE,,FALSE,,FALSE,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,1,,FALSE,,,,,,,,,,,
384,07,30,12,30,1995,03,29,Sharot,Ashdod S,180,,,FALSE,,FALSE,,FALSE,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1 Ind,,,3,,,,,FALSE,,,,,,,,,,,
385,13,30,17,30,1995,03,29,Sharot,Bat yam S,190,,,FALSE,,FALSE,,FALSE,,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
386,18,30,00,00,1995,03,29,Sharot,Ashdod S,140,,,FALSE,,FALSE,,FALSE,,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,1,,FALSE,,,,,,,,,,,
387,00,30,06,00,1995,03,30,Sharot,Katza N,140,,,FALSE,,FALSE,,FALSE,,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
388,07,10,12,00,1995,03,30,Sharot,Ashdod N,200,,,FALSE,,FALSE,,FALSE,,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
389,13,30,18,30,1995,03,30,Sharot,Bat yam S,180,,,FALSE,,FALSE,,FALSE,,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1 Ind,,,5,,,,,FALSE,,,,,,,,,,,
390,20,30,03,30,1995,03,30,Sharot,Ashdod S,80,,,FALSE,,FALSE,,FALSE,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
391,08,30,15,00,1995,03,31,Sharot,Ashdod N,180,,,FALSE,,FALSE,,FALSE,,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6,,,,,FALSE,,,,,,,,,,,
392,15,00,21,00,1995,03,31,Sharot,Bat yam S,180,,,FALSE,,FALSE,,FALSE,,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
393,22,00,06,00,1995,03,31,Sharot,Ashdod S,200,,,FALSE,,FALSE,,FALSE,,393,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,2,,FALSE,,,,,,,,,,,
394,08,45,12,00,1995,04,04,Levi,Ashdod N,,4,,FALSE,,FALSE,,FALSE,,394,,,,,,,,,,,1,6,,,,3 B+,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
395,12,30,17,15,1995,04,04,Levi,Jaffa N,29,,,FALSE,,FALSE,,FALSE,,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
396,18,15,22,30,1995,04,04,Levi,Falick N,,,,FALSE,,FALSE,,FALSE,,396,,,,,,,,4,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
397,00,00,06,00,1995,04,05,Levi,Hadera S,52,,,FALSE,,FALSE,,FALSE,,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,FALSE,,,,,3.5,,,,,FALSE,,,,,,,,,,,
398,06,45,11,00,1995,04,05,Levi,Herzelia S,80,,,FALSE,,FALSE,,FALSE,,398,,1 S+,,,,,,,,,,,,,,1 B+,,,,,,,,,,,,,1,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
399,12,15,16,30,1995,04,05,Levi,Bat yam S,180,,,FALSE,,FALSE,,FALSE,,399,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,FALSE,,,,,1,,7,,,FALSE,,,,,,,,,,,
400,21,00,05,30,1995,04,05,Levi,Ashdod N,16,,,FALSE,,FALSE,,FALSE,,400,,,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
401,07,15,12,30,1995,04,06,Levi,Bat yam S,180,,,FALSE,,FALSE,,FALSE,,401,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,FALSE,,,,,,,6,,,FALSE,,,,,,,,,,,
402,13,30,17,00,1995,04,06,Levi,Bat yam S,200,,,FALSE,,FALSE,,FALSE,,402,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,FALSE,,,,,,,4,,,FALSE,,,,,,,,,,,
403,19,00,01,00,1995,04,06,Levi,Ashdod N,16,,,FALSE,,FALSE,,FALSE,,403,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
404,01,30,05,00,1995,04,06,Levi,Ashdod N,16,,,FALSE,,FALSE,,FALSE,,404,,,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
405,07,00,11,30,1995,04,07,Levi,Ashdod N,,4,,FALSE,,FALSE,,FALSE,,405,,,,,,,,,,,1,9,,,,6 B+,,,,,,1,,,1,,,,,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
406,12,30,17,00,1995,04,07,Levi,Tel Aviv S,,,,FALSE,,FALSE,,FALSE,,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1 Ind,,,13,,,,,FALSE,,,,,,,,,,,
407,17,50,19,30,1995,04,07,Levi,Palmachim N,,4,,FALSE,,FALSE,,FALSE,,407,,,,,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
408,20,30,06,30,1995,04,07,Levi,Ashdod N,16,,,FALSE,,FALSE,,FALSE,,408,,,,,,,,,80 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
409,07,15,12,15,1995,04,08,Levi,Palmachim N,,4,,FALSE,,FALSE,,FALSE,,409,,,,,,,,,,,,9,,,,7 B+2 S+1 M+,,,,,,8 B+1.5 S+0.5 M+,,,,,,,,,,,,,,,FALSE,,1 Ind,,,,,,,,FALSE,,,,,,,,,,,
410,12,45,16,30,1995,04,08,Levi,Herzelia S,37,,,FALSE,,FALSE,,FALSE,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,12,,,,,FALSE,,,,,,,,,,,
411,17,00,18,00,1995,04,08,Levi,Palmachim S,,4,,FALSE,,FALSE,,FALSE,,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
412,21,00,06,30,1995,04,08,Levi,Ashdod N,16,,,FALSE,,FALSE,,FALSE,,412,,,,,,,,,75 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
413,07,30,12,00,1995,04,09,Levi,Palmachim N,38,4,,FALSE,,FALSE,,FALSE,,413,,,,,,,,,,,,8,,,,6 B+,,,,,,5,,,,,,,,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
414,13,00,17,00,1995,04,09,Levi,Palmachim N,37,,,FALSE,,FALSE,,FALSE,,414,,,,,,,,,,,,5,,,,4,,,,,,1.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
415,21,30,01,00,1995,04,09,Levi,Ashdod N,16,,,FALSE,,FALSE,,FALSE,,415,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
416,08,00,12,00,1995,04,10,Levi,Ashdod S,,2.2,,FALSE,,FALSE,,FALSE,,416,,,,,,,,,,,,1,,,,,,0.5,,,,,,,,,0.5,,,,,,,,,,FALSE,,1,,,3 B+,,,,,FALSE,,,,,,,,,,,
417,12,30,17,30,1995,04,10,Levi,Ashkelon S,22,,,FALSE,,FALSE,,FALSE,,417,,,,,,,,,,,,4,,,,3,,,,,,,,,1,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
418,22,00,06,00,1995,04,10,Sharot,Ashdod N,1.6,,,FALSE,,FALSE,,FALSE,,418,,,,,,,,,60 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
419,,,,,1995,04,12,Zion,Ashdod N,,1.6,,FALSE,,FALSE,,FALSE,,419,,,,,,,,,50 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
420,,,,,1995,04,17,Zion,Ashdod N,11,,night,TRUE,,FALSE,,FALSE,,420,,,,,,,,,70 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
421,20,00,06,00,1995,04,19,Levi,Ashdod N,16,,,FALSE,,FALSE,,FALSE,,421,,,,,,,,3,50 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
422,01,00,06,00,1995,04,22,Levi,Ashdod N,10,,,FALSE,,FALSE,,FALSE,,422,,,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,20 Kg,,,,,,,,FALSE,,,,,,,,,,,
423,07,15,12,00,1995,04,22,Levi,Palmachim N,30,,,FALSE,,FALSE,,FALSE,,423,,,,,,,,,,,,4,,,,2 B+,,,,,,,,,,,,,,,,,,,,,FALSE,,2 Ind,,,,,,,,FALSE,,,,,,,,,,,
424,12,30,17,00,1995,04,22,Levi,Riding S,38,,,FALSE,,FALSE,,FALSE,,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1 Ind,,,5,,,,,FALSE,,,,,,,,,,,
425,20,30,06,00,1995,04,22,Levi,Ashdod N,10,,,FALSE,,FALSE,,FALSE,,425,,,,,,,,,100 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
426,07,00,12,00,1995,04,23,Levi,Palmachim N,23,,,FALSE,,FALSE,,FALSE,,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6,,,,,FALSE,,,,,,,,,,,
427,13,00,16,30,1995,04,23,Levi,Riding S,80,,,FALSE,,FALSE,,FALSE,,427,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.5,,,FALSE,,,,,,,2,,,FALSE,,,,,,,,,,,
428,20,00,06,00,1995,04,23,Levi,Ashdod N,10,,,FALSE,,FALSE,,FALSE,,428,,,,,,,,,70 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
429,08,00,13,00,1995,04,24,Levi,Palmachim N,,2.5,,FALSE,,FALSE,,FALSE,,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
430,14,00,19,00,1995,04,24,Levi,Riding S,28,,,FALSE,,FALSE,,FALSE,,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1 Ind,,,7,,,,,FALSE,,,,,,,,,,,
431,19,30,06,00,1995,04,24,Levi,Ashdod N,10,,,FALSE,,FALSE,,FALSE,,431,,,,,,,,,65 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
432,07,00,12,00,1995,04,25,Levi,Palmachim N,25,,,FALSE,,FALSE,,FALSE,,432,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,0.5,,,,,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,
433,12,45,17,30,1995,04,25,Levi,Riding N,,2.75,,FALSE,,FALSE,,FALSE,,433,,,,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,0.5,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
434,20,00,06,00,1995,04,25,Levi,Ashdod N,10,,,FALSE,,FALSE,,FALSE,,434,,,,,,,,,70 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
435,07,30,12,00,1995,04,26,Levi,Bat yam S,180,,,FALSE,,FALSE,,FALSE,,435,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,FALSE,,,,,,,4,,,FALSE,,,,,,,,,,,
436,13,00,18,00,1995,04,26,Levi,Ashdod S,200,,,FALSE,,FALSE,,FALSE,,436,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,FALSE,,,,,,,2,,,FALSE,,,,,,,,,,,
437,20,00,06,00,1995,04,26,Levi,Ashdod N,10,,,FALSE,,FALSE,,FALSE,,437,,,,,,,,,50 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
438,07,00,10,30,1995,04,27,Levi,Ashdod N,,2.75,,FALSE,,FALSE,,FALSE,,438,,,,,,,,,,,,2,,,,2 B+1 S+,,,,,,,,,,,,,1,,,1,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
439,11,00,15,00,1995,04,27,Levi,Jaffa N,30,,,FALSE,,FALSE,,FALSE,,439,,,,,,,,,,,,1.5,,,,2,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,
440,16,00,18,00,1995,04,27,Levi,Bat yam S,,2,,FALSE,,FALSE,,FALSE,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,12,,,,,FALSE,,,,,,,,,,,
