Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,Net,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Tamnoon,Soltan_Hol,Adom,Shark,Tuna,Deba,Alafuchim,Sardin_round
341,00,30,05,45,2008,03,05,Levi,Ashdod N,,1.85,,,FALSE,,FALSE,Gambari,341,,,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
342,07,00,10,30,2008,03,06,Levi,Ashdod N,,2.65,,,FALSE,,FALSE,,342,,,,,,,,,,2 M+,,,,,2,,,,,,,,,2,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
343,11,15,13,45,2008,03,06,Levi,Ashdod S,,1.6,,,FALSE,,FALSE,,343,,,,,,,,,,1 M+,,,,,3,1 S+,,,,,,,,,,,3,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
344,14,30,17,30,2008,03,06,Levi,Ashkelon N,19,3,,,FALSE,,FALSE,,344,,,,,,,,,,1 S+1 M+,,,,,5,3 B+,,,,,,2,,,,,,,,,,,,,,,FALSE,"2 כל מיני=* סבידה, חולים, מוסרים, טרף
הדגים היפים משטח הבוץ מול הנמל
בוץ ברשת",,,,2,,,,,FALSE,,,,,,,,
345,09,15,12,00,2008,03,07,Levi,Ashdod S,,3.1,,,FALSE,,FALSE,,345,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
346,12,30,13,45,2008,03,07,Levi,Ashdod N,,3.1,,,FALSE,,FALSE,,346,,,,,,,,,,1 M+,,,,,1,,,,,,,2 B+,,,1,,,,,,,,,,,,FALSE,בוץ ברשת,,,,1,,,,,FALSE,,,,,,,,
347,15,15,16,15,2008,03,07,Levi,Ashdod S,,3,,,FALSE,,FALSE,,347,,,,,,,,,,1,,0.5,,,1,,,,,,,0.5,,,1,,,,,,,,,,,,FALSE,בוץ,,,,,,,,,FALSE,,,,,,,,
348,17,15,18,45,2008,03,07,Levi,Ashdod S,,3.1,,,FALSE,,FALSE,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,
349,20,00,01,00,2008,03,07,Levi,Ashdod N,,1.8,,,FALSE,,FALSE,Gambari,349,,,,,,,,,18 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
350,01,30,06,00,2008,03,07,Levi,Ashdod N,,1.8,,,FALSE,,FALSE,Gambari,350,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
351,07,00,10,15,2008,03,08,Levi,Ashdod S,,2.7,,,FALSE,,FALSE,,351,,,,,,,,,,0.5 S+0.5 M+,,0.5,,,2,,,,,,,1,,3,1.5,,,,,,,,,,,,FALSE,בוץ שטיפה,,,,,,,,,FALSE,,,,,,,,
352,10,45,13,15,2008,03,08,Levi,Ashdod S,,3.1,,,FALSE,,FALSE,,352,,,,,,,,,,2 M+,,0.5,,,2,,,,,,,1.5,,2,,,,,,,,0.5,,,,,FALSE,בוץ שטיפה,,,,,,,,,FALSE,,,,,,,,
353,14,00,18,15,2008,03,08,Levi,Ashdod S,,3,,,FALSE,,FALSE,,353,,,,,,,,,,2,,1,,,1,,,,,,,4 M+,,1,1,,,,,,,,,1,,,FALSE,בוץ שטיפה,,,,1,,,,,FALSE,,,,,,,,
354,19,00,00,30,2008,03,08,Levi,Ashdod S,,1.4,,,FALSE,,FALSE,Gambari,354,,,,,,,,,15 Kg S+,,,,,,,,,,,,,,,3,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
355,01,00,04,00,2008,03,08,Levi,Ashdod S,7,,,,FALSE,,FALSE,Gambari,355,,,,,,,,,10 Kg S+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
356,07,15,10,30,2008,03,09,Levi,Ashdod S,,3.1,,,FALSE,,FALSE,,356,,,,,,,,,,,,0.5,,,2,1 M+,,,,,,0.5,,3,1,,,,,,,,,,,,FALSE,בוץ שטיפה,,,,1,,,,,FALSE,,,,,,,,
357,11,15,14,15,2008,03,09,Levi,Ashdod S,,3.1,,,FALSE,,FALSE,,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,החלפת רשת קרועה,,,,1,,,,,FALSE,,,,,,,,
358,15,00,18,30,2008,03,09,Levi,Ashdod N,,3.2,,,FALSE,,FALSE,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,TRUE,,,,,,,,
359,19,00,05,30,2008,03,09,Levi,Ashdod N,18,,,,FALSE,,FALSE,Gambari,359,,,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
360,09,30,13,15,2008,03,12,Doly,Ashdod S,34,,,,FALSE,,FALSE,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,אין דגים,,,,,,,,,TRUE,,,,,,,,
361,14,00,17,00,2008,03,12,Doly,Ashkelon N,60,,,,FALSE,,FALSE,,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,אין דגים,,,,2,,,,,TRUE,,,,,,,,
362,19,00,23,45,2008,03,12,Doly,Ashdod N,,1.8,,,FALSE,,FALSE,Gambari,362,,,,,,,,,13 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
363,00,00,05,30,2008,03,12,Doly,Ashdod N,17,1.8,,,FALSE,,FALSE,Gambari,363,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
364,07,15,10,45,2008,03,13,Doly,Jaffa N,110,,,,FALSE,,FALSE,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,אין דגים,,,,,,,,,TRUE,,,,,,,,
365,11,45,17,15,2008,03,13,Doly,Hertzlia S,85,,,,FALSE,,FALSE,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
366,19,30,02,30,2008,03,13,Doly,Ashdod N,16,1.8,,,FALSE,,FALSE,Gambari,366,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,רשת קרועה,,,,,,,,,FALSE,,,,,,,,
367,17,00,,,2008,03,14,Doly,Ashdod N,,,ים גבוה מאד,,FALSE,,TRUE,Gambari,367,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
368,10,15,13,30,2008,03,15,Doly,Ashdod S,,2.6,,,FALSE,,TRUE,,368,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,FALSE,"היה כתוב: 8 ארגז, בעיקר קלמרי ולבנים, אז חילקתי 3  ו- 3 ו -2  מעורב",,,,2,,,,,FALSE,,,,,,,,
369,14,00,17,45,2008,03,15,Doly,Ashkelon N,,2.6,,,FALSE,,TRUE,,369,,,,,,,,,,,,,,,7,1 B+,,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
370,18,15,23,15,2008,03,15,Doly,Ashdod S,,1.4,,,FALSE,,TRUE,Gambari,370,,,,,,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
371,23,30,,,2008,03,15,Doly,Ashdod S,16,1.4,,,FALSE,,TRUE,Gambari,371,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
372,22,15,00,30,2008,04,06,Bentzi,Ashdod S,12,,,,FALSE,,FALSE,,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
373,02,15,04,00,2008,04,06,Bentzi,nitzanim N,22,,,,FALSE,,FALSE,,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
374,20,30,01,00,2008,04,07,Levi,Ashdod N,18,,,,FALSE,,TRUE,Gambari,374,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
375,03,00,06,00,2008,04,07,Levi,Ashdod N,18,,,,FALSE,,TRUE,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
376,07,00,10,30,2008,04,08,Levi,Ashdod S,,2.6,,,FALSE,,FALSE,,376,,,,,,,,,,,,,,,,,,,,,,,,2,,,0.5,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
377,11,15,14,00,2008,04,08,Levi,Ashdod S,,2.4,,,FALSE,,FALSE,,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,TRUE,,,,,,,,
378,14,30,17,00,2008,04,08,Levi,Ashkelon N,,2.8,,,FALSE,,FALSE,,378,,,,,,,,,,,,,,,2,,,,,,,1 M+,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
379,17,30,19,30,2008,04,08,Levi,Ashdod S,,3.1,,,FALSE,,FALSE,,379,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
380,20,30,01,00,2008,04,08,Levi,Ashdod N,,1.8,,,FALSE,,FALSE,Gambari,380,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
381,01,30,06,00,2008,04,08,Levi,Ashdod N,,1.8,,,FALSE,,FALSE,Gambari,381,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
382,08,30,11,00,2008,04,09,Levi,Ashdod S,,3.1,,,FALSE,,FALSE,,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,
383,11,30,14,30,2008,04,09,Levi,Ashkelon,,3,,,FALSE,,FALSE,,383,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,
384,15,00,19,30,2008,04,09,Levi,Ashdod S,,3.1,,,FALSE,,FALSE,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,אין סולטנים,,,,4,,,,,FALSE,,,,,,,,
385,20,00,06,00,2008,04,09,Levi,Ashdod N,18,,,,FALSE,,FALSE,Gambari,385,,,,,,,,,28 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
386,08,30,12,45,2008,04,10,Levi,Ashdod S,160,,,,FALSE,,FALSE,,386,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,FALSE,,,,,,,3,,,FALSE,,,,,,,,
387,14,00,18,00,2008,04,10,Levi,,100,,,דוברת קידוח צפונה,FALSE,,FALSE,,387,,1,5 Kg,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
388,20,00,04,00,2008,04,10,Levi,Ashdod N,18,,,,FALSE,,FALSE,Gambari,388,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
389,,,,,2008,04,11,Levi,,,,,,FALSE,,FALSE,,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,דגים חלש מאד,,,,,,,,,FALSE,,,,,,,,
390,01,30,05,45,2008,04,20,Levi,Ashdod N,18,,,,FALSE,,FALSE,Gambari,390,,,,,,,,,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
391,06,30,09,45,2008,04,21,Levi,,,3.4,,בור צפונה,FALSE,,FALSE,,391,,,,,,,,,,,,,,,,,,,,,,,,2 M+,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
392,10,15,12,15,2008,04,21,Levi,Tel Aviv N,,2.75,,,FALSE,,FALSE,,392,,,,,,,,,,,,,,,0.5,0.5 M+,,,,,,,,,,,,,,0.5,,,,,,,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,
393,13,00,16,30,2008,04,21,Levi,Gaash S,,2,,,FALSE,,FALSE,,393,,,,,,,,,,1,,0.5,,,1,,,2 L+,,,,,0.5,1 L+,,,,,,1,,,,,,0.5 S+0.5 L+,FALSE,,,,,1,,,,,FALSE,,,,,,,,
394,17,00,19,30,2008,04,21,Levi,Gaash S,,2,,,FALSE,,FALSE,,394,,,,,,,0.5,,,0.5 S+0.5 M+,,0.5,,,,,,4,,,,,,,,,,,,1,,,,,,1 L+1 S+,FALSE,,,,,1,,,,,FALSE,,,,,,,,
395,20,15,01,00,2008,04,21,Levi,bank,15,,,,FALSE,,FALSE,Gambari,395,,,,,,,,,22 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
396,01,30,05,30,2008,04,21,Levi,bank,15,,,,FALSE,,FALSE,Gambari,396,,,,,,,,,18 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
397,06,00,09,15,2008,04,22,Levi,Jaffa N,,2.4,,,FALSE,,FALSE,,397,,,,,,,,,,,,0.5,,,1,1,,0.5 L+,,,,,,,,,,,0.75,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
398,10,00,13,00,2008,04,22,Levi,Gaash S,,2,,,FALSE,,FALSE,,398,,,,,,,0.5 L+,,,,,0.5,,,0.5,,,,,,,,,,,,,,,1,,,,,,,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,
399,13,30,17,00,2008,04,22,Levi,Jaffa N,,2,,,FALSE,,FALSE,,399,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
400,18,00,21,00,2008,04,22,Levi,Bat yam S,12.5,1.8,,,FALSE,,FALSE,,400,,,,,,,,,,,,1,,,1,,,,2,,,,,,,,,,,,,,,,6,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
401,10,00,13,15,2008,04,23,Levi,Ashdod S,16,3.1,,,FALSE,,FALSE,,401,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,0.5,,,,,,,6 L+0.5 L+,FALSE,6 טרולוס ענק ועד חצי טרולוס גדול,,,,,,,,,FALSE,,,,,,,,
402,13,45,16,45,2008,04,23,Levi,Katza N,16,1.4,,,FALSE,,FALSE,,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 L+,FALSE,,,,,2,,,,,FALSE,,,,,,,,
403,17,15,18,00,2008,04,23,Levi,Ashdod S,,2.2,,,FALSE,,FALSE,,403,,,,,,,,,,,,,,,,,,,,,,0.5 M+,,,,,,,,,,,,,,,FALSE,ניתקלנו!,,,,1 M+,,,,,FALSE,,,,,,,,
404,20,00,01,30,2008,04,23,Levi,Ashdod S,13,1.4,,,FALSE,,FALSE,Gambari,404,,,,,1,,,,25 Kg S+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
405,02,00,06,00,2008,04,23,Levi,Ashdod S,,1.8,,,FALSE,,FALSE,Gambari,405,,,,,,,,,20 Kg M+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
406,06,00,09,30,2008,04,24,Levi,Ashkelon N,,2.5,,,FALSE,,FALSE,,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,TRUE,,,,,,,,
407,10,00,12,30,2008,04,24,Levi,Ashdod S,16,3.1,,,FALSE,,FALSE,,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,
408,20,30,,,2008,04,24,Levi,Ashkelon N,18,,,,FALSE,,FALSE,Gambari,408,,,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
409,08,00,08,30,2008,05,05,Levi,Ashdod S,,3.1,,,FALSE,,FALSE,,409,,,,,,,,,,,,,,,,,,,,,,0.5 M+,,,,,,,,,,,,,,,FALSE,התחפרנו!,,,,,,,,,FALSE,,,,,,,,
410,09,30,13,15,2008,05,05,Levi,Ashdod S,,3.1,,,FALSE,,FALSE,,410,,,,,,,,,,1,,,,,,,,1 L+,,,,1,,,,,1,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
411,14,00,17,15,2008,05,05,Levi,Ashdod S,,3.1,,,FALSE,,FALSE,,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
412,06,00,09,30,2008,05,06,Levi,Ashdod N,18,3.5,,,FALSE,,FALSE,,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,2 Ind,,,,,,,,TRUE,,,,,,,,
413,10,15,13,30,2008,05,06,Levi,Ashdod S,29,,,,FALSE,,FALSE,,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1 Ind,,,,,,,,TRUE,,,,,,,,
414,14,30,18,00,2008,05,06,Levi,Katza N,50,,,,FALSE,,FALSE,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,
415,19,30,04,00,2008,05,06,Levi,Ashdod N,,1.85,,,FALSE,,FALSE,Gambari,415,,,,,,,,,25 Kg M+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
416,09,45,13,00,2008,05,09,Levi,,16,1.6,,,FALSE,,FALSE,,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,
417,14,00,17,00,2008,05,09,Levi,Ashkelon N,,3.6,,,FALSE,,FALSE,,417,,,,,,,,,,1.5 M+,,0.5,,,,,,,,,,0.5 M+,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
418,17,45,19,30,2008,05,09,Levi,Ashdod S,,3.1,,,FALSE,,FALSE,,418,,,,,,,,,,0.5 M+,,,,,,,,1 L+,,,,,,,,,1,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
419,20,00,05,30,2008,05,09,Levi,Ashdod N,18.5,,,,FALSE,,FALSE,Gambari,419,,,,,,,,,25 Kg,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
420,06,00,09,00,2008,05,10,Levi,bor N,18,3.5,,,FALSE,,FALSE,,420,,,,,,,,,,,,,,,,3 S+,,,,,,,,,,,,,,,,,,,,,FALSE,כתוב: לבנים לא יפים,,,,,,,,,FALSE,,,,,,,,
421,09,30,12,30,2008,05,10,Levi,Jaffa N,,,,,FALSE,,FALSE,,421,,,,,,,,,,,,,,,,,,,,,,0.5 M+,,,,,1,,,0.5 M+,,,,,,,FALSE,Lokus 3 Kg,1 Ind,,,1,,,,,FALSE,,,,,,,,
422,13,00,16,00,2008,05,10,Levi,Hertzlia N,20,,,,FALSE,,FALSE,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
423,16,30,19,45,2008,05,10,Levi,Reedeeng,25,3,,,FALSE,,FALSE,,423,,,,,,,1 L+,,,1,,1,,,,,,2 L+1 S+,,,,,,,,,1,,,,,,,,1,1 L+,FALSE,,,,,,,,,,FALSE,,,,,,,,
424,06,00,09,45,2008,05,11,Levi,Ashdod N,,2.5,,,FALSE,,FALSE,,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
425,07,30,11,00,2008,05,18,Vadim,Bat yam N,27.5,,,,FALSE,,FALSE,,425,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,0.5,FALSE,,,,,,,,,,FALSE,,,,,,,,
426,11,30,15,00,2008,05,18,Vadim,Jaffa S,25,,,,FALSE,,FALSE,,426,,,,,,,,,,1,,,,,,,2,,,,,,,,,,2,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
427,15,30,19,45,2008,05,18,Vadim,Ashdod N,27.5,,,,FALSE,,FALSE,,427,,,,,,,,,,2,,,,,,,3,,,,,,,,,,1,,,,,,,,,2,FALSE,,1,,,,,,,,FALSE,,,,,,,,
428,,,,,2008,05,18,Vadim,Ashdod N,,1.85,,,FALSE,,FALSE,Gambari,428,,,,,,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
429,07,30,11,00,2008,05,19,Vadim,Palmachim N,50,,,,FALSE,,FALSE,,429,0.5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
430,12,30,16,00,2008,05,19,Vadim,Hertzlia N,,2.8,,,FALSE,,FALSE,,430,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,0.5,FALSE,,,,,,,,,,FALSE,,,,,,,,
431,16,30,19,45,2008,05,19,Vadim,,,2.65,,,FALSE,,FALSE,,431,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,1,,,,,,,,,1,FALSE,,,,,,,,,,FALSE,,,,,,,,
432,21,00,01,30,2008,05,19,Vadim,,,,,,FALSE,,FALSE,,432,,,,,,,,,,2,,,,,,,,,,,,,,,,,0.5,,1,,,,,3,,,FALSE,סולטן אדום,,,,,,,,,FALSE,,,,,,,,
433,06,30,11,00,2008,05,20,Vadim,Falick N,,,,,FALSE,,FALSE,,433,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,3,,,FALSE,סולטן אדום,,,,,,,,,FALSE,,,,,,,,
434,11,30,15,30,2008,05,20,Vadim,Hadera S,,,,,FALSE,,FALSE,,434,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,3,,,,,,,,FALSE,,,,,,,,,,FALSE,,,1.5,,,,,
435,08,30,13,00,2008,05,28,Vadim,Ashdod S,,3,,,FALSE,,FALSE,,435,,,,,,,,,,1 S+,,,,,0.5,,,3 S+2 M+,,,,1.5,,,,,1.5,,,,,,,,,,FALSE,מליטה שחורה,,,,,,,,,FALSE,,,,,,,,
436,13,30,17,00,2008,05,28,Vadim,,,,,,FALSE,,FALSE,,436,,,,,,,,,,,,,,,,,,0.5,,,,1,,,,,2,,,,,,,,,,FALSE,מליטה שחורה,,,,,,,,,FALSE,,,,,,,,
437,,,,,2008,05,28,Vadim,Ashdod S,,1.8,,,FALSE,,FALSE,Gambari,437,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
438,06,30,10,00,2008,05,29,Vadim,Ashdod S,1.9,,,,FALSE,,FALSE,,438,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,4,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
439,10,30,14,00,2008,05,29,Vadim,Ashdod S,24.5,,,,FALSE,,FALSE,,439,,,,,,,,,,1,,0.75,,,0.33,,,,,,,,,,,,,0.5,,,,,,,,0.5,FALSE,,,,,2,,,,,FALSE,,,,,,,,
440,,,,,2008,05,29,Vadim,Ashdod S,,1.8,,,FALSE,,FALSE,Gambari,440,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
441,09,00,09,30,2008,05,30,Vadim,Ashdod N,,2.2,,,FALSE,,FALSE,,441,,,,,,,,,,,,,,,,,,2 S+3,,,,0.5,,,,,,,,,,,,,,,FALSE,3 מליטה שחורה?,,,,,,,,,FALSE,,,,,,,,
442,10,00,13,30,2008,05,30,Vadim,Ashdod N,,2.5,,,FALSE,,FALSE,,442,,,,,,,,,,,,,,,,,0.5,1 L+,,,,,,,,,2,,,,,,,,,1,FALSE,,,,,,,,,,FALSE,,,,,,,,
443,,,,,2008,05,30,Vadim,Jaffa N,25,,,,FALSE,,FALSE,,443,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,2 L+,FALSE,,,,,,,,,,FALSE,,,,,,,,
444,,,,,2008,05,30,Vadim,,,,,,FALSE,,FALSE,Gambari,444,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
445,06,00,09,30,2008,05,31,Vadim,Hertzlia N,,2.8,,,FALSE,,FALSE,,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
446,12,00,15,30,2008,05,31,Vadim,marmoret S,27,,,,FALSE,,FALSE,,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
447,14,00,17,30,2008,06,01,Vadim,Ashdod N,,3.5,,,FALSE,,FALSE,,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
448,18,00,20,00,2008,06,01,Vadim,Ashdod N,26,,,,FALSE,,FALSE,,448,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,FALSE,,,,,,,,,,FALSE,,,,,,,,
449,,,,,2008,06,01,Vadim,Ashdod S,,1.8,,,FALSE,,FALSE,Gambari,449,,,,,,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
450,06,30,10,00,2008,06,02,Vadim,Ashdod S,,3.1,,,FALSE,,FALSE,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,אין דגים,,,,,,,,,FALSE,,,,,,,,
451,11,30,15,00,2008,06,02,Vadim,Ashdod S,25,,,,FALSE,,FALSE,,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,חלש,,,,,,,,,FALSE,,,,,,,,
