Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,box_only,night_drag_prawn,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Many Nasralas,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Daba,Octepus,Adom,Hazaim,Lokus_manot,Soltan_Hul,Gerbid_new,barbon_vadim,Cristal,Gomber,Vak Vak,Shark,Pijama,Aras
2888,21,0,3,30,2017,5,29,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,7,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2891,20,15,0,30,2017,6,1,Michael,Tzinorot,,2.15,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,4,,,,7 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2892,1,0,5,30,2017,6,1,Michael,Tzinorot,,1.75,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,6,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2896,20,15,0,30,2017,6,2,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3,,,,7.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2897,1,0,5,30,2017,6,2,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,6,,,,6 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2900,15,30,20,0,2017,6,3,Michael,Tzinorot,19.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0.5,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2917,20,30,1,0,2017,6,9,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,7 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2918,1,15,5,30,2017,6,9,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1.5,,,,8.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2923,1,30,5,45,2017,6,10,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,7.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2926,21,15,3,45,2017,6,11,Michael,Tzinorot,,2,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,5,,,,14 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2929,20,15,1,0,2017,6,13,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,4,,,,4.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2930,1,15,5,30,2017,6,13,Michael,Tzinorot,,1.7,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,4,,,,8.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2934,23,30,5,15,2017,6,14,Levi,Tzinorot,17.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,5,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3120,23,0,3,3,2017,10,10,Levi,Tzinorot,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,6,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3195,19,15,0,15,2017,10,30,Levi,Tzinorot,19.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3,,,1,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3196,0,45,5,45,2017,10,30,Levi,Tzinorot,19,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,4,,,1,13 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3202,0,30,5,30,2017,10,31,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,4.5,,,1,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,1 Ind 2 Kg,,,,,,,,FALSE,,,,,,,,,,,,,,
3205,17,45,22,45,2017,11,1,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,22 Kg,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3208,17,45,23,45,2017,11,2,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,6,,,,37 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3213,21,45,5,30,2017,11,3,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,6,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3216,17,30,22,30,2017,11,4,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,4.5,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3217,23,0,3,45,2017,11,4,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,4,,,1,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3219,18,0,23,45,2017,11,5,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,5.5,,,1,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3220,0,15,5,30,2017,11,5,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,,,,
3223,17,45,0,0,2017,11,6,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,5,,,0.5,23 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3227,17,30,22,30,2017,11,7,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3233,17,30,22,45,2017,11,9,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,4,,,0.5,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3236,1,15,6,15,2017,11,10,Levi,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,4,,,1,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3240,23,30,3,30,2017,11,11,Levi,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3243,17,30,23,30,2017,11,12,Levi,Tzinorot,,2.2,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,4,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3244,0,0,5,45,2017,11,12,Levi,Tzinorot,,2.2,,,FALSE,,FALSE,,FALSE,FALSE,,,0.75,,4,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.25,,,,,FALSE,,,,,,,,,,,,,,
3253,18,15,23,30,2017,11,15,Levi,Tzinorot,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3254,0,0,5,45,2017,11,15,Levi,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,3 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3308,23,15,2,45,2017,12,2,Levi,Tzinorot,19.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3337,17,15,0,0,2017,12,13,Michael,Tzinorot,19.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,1,,,,12 Kg,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3408,18,0,0,15,2018,1,11,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,1,,,,17 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3409,0,45,6,15,2018,1,11,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,1,,,,18 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3412,18,30,23,30,2018,1,12,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3416,17,45,22,30,2018,1,13,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,0.75,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3417,23,0,2,45,2018,1,13,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,13 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3419,18,30,0,30,2018,1,15,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,0.5,,,,11.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3420,1,15,6,,2018,1,15,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,0.5,,0.5,,,,13 Kg,,,1,,,2 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3423,18,0,23,0,2018,1,16,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,0.33,,,,7 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3425,7,0,12,30,2018,1,17,Michael,Tzinorot,23,,,,FALSE,,FALSE,,FALSE,FALSE,,,2.5,,,,,,,,,1.5,,,1.5,,,,,,,,,,,,,1,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3443,19,15,23,45,2018,1,29,Michael,Tzinorot,20,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,3,,,,,,4 Kg,,,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3461,18,30,2,30,2018,2,3,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,2,,,,,,,,,1.5,,,1,,,,,,,,,,,,,1,,,,,,,,4,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,1,,,,,,,,
3462,18,30,2,30,2018,2,3,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,,,,,,,,2,,,1.5,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,1 Ind 4.5 Kg,,,1,,,,,FALSE,,,,,,,,,,,,,,
3466,14,15,18,0,2018,2,5,Michael,Tzinorot,22,,,,FALSE,,FALSE,,FALSE,FALSE,,,4,,,,,,,,,1.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,1 Ind 13.5 Kg,,,,,,,,FALSE,,,,,,,,,,,,,,
3467,19,0,0,15,2018,2,5,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,1,,,,10 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3471,18,45,23,15,2018,2,6,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,1,,,,10 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3475,18,15,0,15,2018,2,7,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,0.5,,,,9.5 Kg,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3476,0,45,6,30,2018,2,7,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,1.5,,,,8 Kg,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3479,18,0,22,45,2018,2,8,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,1,,,,7 Kg,,,0.5,,,,,,,,,,,,,3 Kg,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3481,18,45,0,30,2018,2,14,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,0.5,,1,,,,10.5 Kg,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3482,1,0,6,15,2018,2,4,Michael,Tzinorot,19.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,1.5,,,,11.5 Kg,,,0.5,,,,,,,,,,,,,2 Kg,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3485,18,0,0,45,2018,2,15,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,6 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3486,23,0,3,45,2018,2,15,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,12 Kg,,,,,,,,,,,,,,,,3 Kg,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3489,1,0,6,15,2018,2,19,Levi,Tzinorot,,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,3,,,,15 Kg,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3497,20,15,1,0,2018,2,21,Levi,Tzinorot,18,2.5,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,1 Ind 5 Kg,,,,,,,,FALSE,,,,,,,,,,,,,,
3498,1,45,6,15,2018,2,21,Levi,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1.5,,,,17 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3517,28,0,23,0,2018,2,27,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,7 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3518,23,15,3,45,2018,2,27,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,7 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3525,17,45,22,45,2018,3,1,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1.5,,,,6 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
3526,23,15,4,0,2018,3,1,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3532,0,45,6,0,2018,3,6,Levi,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,7 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3535,18,30,0,15,2018,3,9,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,7.5 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3536,0,45,6,15,2018,3,9,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1.5,,,,9 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3538,18,45,0,30,2018,3,10,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1.25,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
3539,1,0,6,15,2018,3,10,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3,,,,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
3542,18,15,23,30,2018,3,11,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.75,,,,,FALSE,,,,,,,,,,,,,,
3543,0,0,4,0,2018,3,11,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3,,,,7 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3545,18,15,0,30,2018,3,12,Michael,Tzinorot,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,2,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3546,1,0,6,15,2018,3,12,Michael,Tzinorot,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,4.5,,,,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3559,17,45,0,0,2018,3,17,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,15 Kg,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3560,0,30,5,0,2018,3,17,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2.25,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.75,,,,,FALSE,,,,,,,,,,,,,,
3561,5,30,6,30,2018,3,17,Michael,Tzinorot,15.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3 Kg,,,,5 Ind,,,0.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,0.5 Kg,,,,,,,,
3562,17,45,23,30,2018,3,18,Michael,Tzinorot,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1.5,,,,13.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
3563,0,0,3,45,2018,3,18,Michael,Tzinorot,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1.5,,,,8.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3574,3,0,7,0,2018,3,24,Levi,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,0.5,,,,4 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3576,19,15,1,15,2018,3,25,Levi,Tzinorot,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3577,1,45,6,30,2018,3,25,Levi,Tzinorot,19.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3579,19,15,0,30,2018,3,26,Levi,Tzinorot,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3582,19,45,1,15,2018,4,1,Michael,Tzinorot,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1.25,,2.5,,,,15 Kg,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3583,1,45,6,30,2018,4,1,Michael,Tzinorot,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,0.5,,2.25,,,,13 Kg,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3586,19,15,0,15,2018,4,2,Michael,Tzinorot,,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,1,,,,11 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3587,0,30,3,45,2018,4,2,Michael,Tzinorot,18,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1,,,,7 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3590,19,0,0,30,2018,4,3,Michael,Tzinorot,19,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,12.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3601,1,45,6,15,2018,4,7,Michael,Tzinorot,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,3,,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3604,19,0,23,45,2018,4,8,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2.25,,,,14.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3605,0,0,3,45,2018,4,8,Michael,Tzinorot,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,2.5,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3607,18,30,1,0,2018,4,9,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3608,1,30,6,45,2018,4,9,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3610,19,0,23,45,2018,4,10,Michael,Tzinorot,18.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3619,19,30,0,0,2018,4,15,Levi,Tzinorot,18.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,0.5,,2,,,,12 Kg,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
